,cDAQ1Mod1/ai2,cDAQ1Mod1/ai3,cDAQ1Mod1/ai4
0,9.275638041999999,8.667580374,7.752202053999999
1,9.204798249999998,8.745664366,7.872280431999999
2,9.295971685999998,8.702357278000001,8.12031118
3,9.198894934,8.687265414,7.819787151999999
4,9.242185917999999,8.762724733999999,7.866374938
5,9.272358421999998,8.738446518,7.739078734
6,9.202174553999999,8.712855966000001,7.746296559999999
7,9.286132825999998,8.701044942000001,8.246295051999999
8,9.201518629999999,8.67217355,7.747608892
9,9.206766021999998,8.745664366,7.855876282
10,9.284165053999999,8.697764102,7.569787905999999
11,9.240218145999998,8.748289038,7.870968099999999
12,9.309090165999999,8.709575125999999,7.783041856
13,9.25399255,8.846714238,7.781729523999999
14,9.255960321999998,8.689233918,7.853251617999999
15,9.118872205999999,8.743039693999998,7.925429877999998
16,9.341886365999999,8.75747539,7.828317309999999
17,9.182496834,8.786346782,7.855220115999999
18,9.297283533999998,8.80340715,7.792884345999999
19,9.191023845999998,8.789627622,7.840128298
20,9.239562222,8.722042318,7.548790593999999
21,9.240218145999998,8.752882214,7.8650626059999995
22,9.261863638,8.75091371,7.8256926459999985
23,9.247433309999998,8.706950454000001,7.56585091
24,9.221852274,8.74763287,7.865718771999999
25,9.292036141999999,8.664299534000001,7.819787151999999
26,9.25399255,8.924142062,7.8256926459999985
27,9.123463673999998,8.67545439,7.753514385999999
28,9.262519562,8.827685365999999,7.8650626059999995
29,9.244809614,8.726635494,7.794196678
30,9.169378354,8.689890086,7.815193989999998
31,9.16216319,8.79684547,7.751545887999998
32,9.194959389999998,8.720073814,7.8099446619999995
33,9.294003914,8.804719486,7.776480196
34,9.252680702,8.790939958,7.870311933999998
35,9.298595381999998,8.670861214,7.764013041999999
36,9.231691133999998,8.760100062000001,7.643934663999999
37,9.288756522,8.81981135,7.861125609999998
38,9.24415369,8.679391398,7.669525137999999
39,9.158227646,8.758131557999999,7.837503633999999
40,9.260551789999997,8.685953078,7.873592763999999
41,9.311713861999998,8.683984574,7.731204742
42,9.374026641999999,8.754194550000001,7.782385689999999
43,9.17200205,8.75747539,7.788947349999999
44,9.296627609999998,8.794220798,7.869655768
45,9.302530926,8.783065942,7.753514385999999
46,9.268422877999999,8.756163054,7.825036479999999
47,9.15888357,8.692514758,7.760076046
48,9.277605814,8.752226046,7.832910472
49,9.252680702,8.733197174,7.771887033999999
50,9.161507266,8.730572502,7.872280431999999
51,9.286132825999998,8.707606622,7.8434091279999985
52,9.14576509,8.743695862000001,7.852595451999998
53,9.278917662,8.760100062000001,7.720706086
54,9.179873137999998,8.732541006,7.978579324
55,9.259239941999999,8.713512134,7.846033791999999
56,9.194303466,8.708262790000001,7.752202053999999
57,9.244809614,8.834903214,7.897214739999998
58,9.266455105999999,8.716136806,7.779104859999999
59,9.189711997999998,8.742383526,7.801414503999999
60,9.213325262,8.684640742000001,7.8630941079999985
61,9.248089234,8.70170111,7.751545887999998
62,9.192335693999999,8.670861214,7.763356875999999
63,9.130678838,8.715480637999999,7.870968099999999
64,9.17856129,8.79356463,7.849970788
65,9.121495902,8.756819222,7.829629642
66,9.297939457999998,8.79356463,7.758763714
67,9.161507266,8.729260166,7.854563949999999
68,9.228411514,8.63280347,7.733829405999999
69,9.272358421999998,8.748945206,7.857188613999999
70,9.281541357999998,8.647895334000001,7.79550901
71,9.297939457999998,8.717449142000001,7.785010354
72,9.182496834,8.752226046,7.779761025999998
73,9.236938526,8.788315286,7.914931222
74,9.279573586,8.762724733999999,7.736454069999999
75,9.253336626,8.68529691,7.726611579999999
76,9.154948025999998,8.738446518,7.7745116979999995
77,9.21135749,8.78372211,7.930023039999999
78,9.258584017999999,8.733853342,7.729236243999999
79,9.197583086,8.66561187,7.74957739
80,9.257928093999999,8.710231294,7.8256926459999985
81,9.168722429999999,8.794876966,7.791572013999999
82,9.203486402,8.756819222,7.888028416
83,9.187088302,8.936609254,7.736454069999999
84,9.231691133999998,8.677422894,7.836191301999999
85,9.233002981999999,8.715480637999999,7.8985270719999985
86,9.241529993999999,8.69513943,7.856532447999999
87,9.174625745999998,8.766661742,7.8053515
88,9.167410581999999,8.689890086,7.784354187999999
89,9.149700633999998,8.729916334,7.920836715999999
90,9.286788749999998,8.668236541999999,7.9890779799999985
91,9.208077869999999,8.674798222,7.731204742
92,9.153636178,8.645270662,7.862437941999999
93,9.245465537999998,8.883459646,7.840128298
94,9.161507266,8.712855966000001,7.798133673999999
95,9.263175486,8.69185859,7.637373004
96,9.213325262,8.770598750000001,7.8079761639999985
97,9.225787817999999,8.712199798,7.891965411999999
98,9.268422877999999,8.666924206,7.815850155999999
99,9.215948957999998,8.65905019,7.741047232
100,9.252024778,8.703669614,7.865718771999999
101,9.202174553999999,8.687265414,7.797477507999998
102,9.240218145999998,8.69513943,7.839472131999999
103,9.155603949999998,8.76731791,7.891965411999999
104,9.313025709999998,8.767974078,7.734485571999999
105,9.261863638,8.804063318,7.888684581999999
106,9.288100598,8.691202422,7.868343436
107,9.183808682,8.681359902,7.7679500379999995
108,9.125431445999999,8.736478014,8.011387624
109,9.234314829999999,8.848026574,7.975954659999999
110,9.195615314,8.683984574,7.827004977999999
111,9.234314829999999,8.798813974,7.883435253999999
112,9.209389718,8.714168302,7.82175565
113,9.241529993999999,8.724010822,7.739078734
114,9.183808682,8.719417646,7.807319997999999
115,9.273670269999998,8.769942581999999,7.84144063
116,9.254648474,8.774535757999999,7.836191301999999
117,9.172657974,8.76075623,7.733829405999999
118,9.240218145999998,8.68201607,7.729236243999999
119,9.247433309999998,8.756819222,7.741703398
120,9.311057938,8.790939958,7.796165176
121,9.167410581999999,8.739758854,7.8381598
122,9.326800114,8.702357278000001,7.743671895999999
123,9.242841841999999,8.754850718,7.785010354
124,9.284820977999999,8.788971454,7.846033791999999
125,9.242841841999999,8.753538381999999,7.8099446619999995
126,9.29006837,8.771254918,7.8230679819999995
127,9.354348922,8.909706366,7.855876282
128,9.316305329999999,8.786346782,7.885403751999999
129,9.204798249999998,8.738446518,8.121623512
130,9.164786885999998,8.666924206,7.832254306
131,9.361564086,8.820467518000001,7.7745116979999995
132,9.314993482,8.828997702,7.802726836
133,9.285476902,8.66561187,7.8099446619999995
134,9.279573586,8.776504262000001,8.05141375
135,9.221852274,8.686609246,7.741047232
136,9.26383141,8.712199798,7.884747586
137,9.202830478,8.765349406,7.624249684
138,9.30318685,8.762068566,7.814537824
139,9.191023845999998,8.736478014,7.75941988
140,9.225131893999999,8.607212918,7.848658456
141,9.337294897999998,8.760100062000001,7.765981539999999
142,9.257272169999998,8.687265414,7.798133673999999
143,9.252680702,8.775848094,7.826348811999999
144,9.21463711,8.685953078,7.7351417379999985
145,9.341230442,8.756819222,7.758107548
146,9.215293033999998,8.738446518,7.854563949999999
147,9.193647541999999,8.704325782,7.93986553
148,9.193647541999999,8.762724733999999,7.878842092
149,9.174625745999998,8.758131557999999,7.787635017999999
150,9.232347057999998,8.671517382,8.02188628
151,9.269734726,8.752882214,7.786978852
152,9.18840015,8.788971454,7.893933909999999
153,9.261863638,8.75091371,7.837503633999999
154,9.261207714,8.720073814,7.71020743
155,9.245465537999998,8.640021318,7.8079761639999985
156,9.258584017999999,8.778472766,7.874905095999999
157,9.285476902,8.732541006,7.885403751999999
158,9.098538561999998,8.74435203,7.889340747999999
159,9.311713861999998,8.710231294,7.807319997999999
160,9.255304398,8.751569878,7.801414503999999
161,9.219228578,8.707606622,7.867031104
162,9.201518629999999,8.640677486,7.751545887999998
163,9.227099665999999,8.74107119,7.905088732
164,9.249401082,8.752226046,7.8604694440000005
165,9.183152758,8.789627622,7.892621577999999
166,9.215948957999998,8.729260166,7.804039168
167,9.223164122,8.66561187,7.745640393999999
168,9.183152758,8.755506886000001,7.859157112
169,9.269734726,8.661018694,7.744328061999999
170,9.202174553999999,8.668892710000002,7.829629642
171,9.290724294,8.798813974,7.8053515
172,9.254648474,8.785690614,7.851939285999999
173,9.233002981999999,8.673485886,7.784354187999999
174,9.238906298,8.679391398,7.7239869159999985
175,9.271046573999998,8.766661742,7.838815965999999
176,9.288100598,8.748945206,7.842752961999999
177,9.164130961999998,8.676766726,7.8407844639999995
178,9.167410581999999,8.742383526,7.725299247999999
179,9.254648474,8.763380902,7.773199365999999
180,9.137238078,8.733853342,7.901807901999999
181,9.274982118,8.756819222,7.827004977999999
182,9.210045641999999,8.66561187,7.744984227999999
183,9.304498698,8.791596126000002,7.873592763999999
184,9.38517735,8.785034446,7.777136362
185,9.234314829999999,8.66561187,7.802726836
186,9.228411514,8.759443894,7.8256926459999985
187,9.301875002,8.771911086000001,7.853907783999999
188,9.26383141,8.699732606,7.802726836
189,9.241529993999999,8.718761478,7.732517074
190,9.307778317999999,8.687265414,7.790915847999999
191,9.219884501999998,8.762724733999999,7.783698021999999
