,cDAQ1Mod1/ai2,cDAQ1Mod1/ai3,cDAQ1Mod1/ai4
0,19.600537726000002,17.82899799,8.040915093999999
1,19.672033442,18.019286710000003,7.894590076
2,19.672033442,18.390021630000003,7.912962724
3,19.226661046,18.384772286,7.9667683359999995
4,18.901978666,18.424142366,8.000888967999998
5,19.635301698,18.425454702,7.958238177999999
6,19.641860938,18.412331342,7.993671141999999
7,19.629398382,18.414299846000002,7.980547821999998
8,19.680560454000002,18.477948142000002,7.901807901999999
9,19.698270402,18.399207982000004,7.929366873999999
10,19.613000282,18.327685670000005,7.928054541999999
11,19.67334529,18.424142366,7.920836715999999
12,19.658914962,18.398551814,7.956269679999999
13,19.543472337999997,18.390021630000003,7.958238177999999
14,19.532321630000002,18.429391710000004,7.259421388
15,19.577580386,18.427423206000004,8.014012288
16,19.609720662,18.466137118000002,7.9890779799999985
17,19.676624909999997,18.463512446000003,7.910994226
18,19.582827778000002,18.416924518000002,6.701024122
19,19.643172786,18.45563843,7.880154423999999
20,19.595946257999998,18.453669926,8.004169798
21,19.618247674,18.011412694,7.983828651999999
22,19.644484633999998,18.498289350000004,7.560601581999999
23,19.586763322,18.394614806000003,7.901151735999999
24,18.921000462000002,18.374273598000002,7.886059918
25,19.694334858,18.014037366,7.7902596819999985
26,19.69302301,17.683328694,7.9890779799999985
27,19.652355722000003,18.310625302000002,7.925429877999998
28,19.728442905999998,18.37689827,7.890653079999999
29,18.898043122,18.411675174,7.951020352
30,19.665474202,18.420205358000004,7.948395688
31,19.605129194,18.328341838,7.964799837999999
32,19.620215446,18.461543942000002,7.996951972
33,19.662194582,18.464824782,7.901151735999999
34,19.605129194,18.378866774000002,7.947739521999999
35,19.66678605,18.416924518000002,7.951020352
36,19.573644842,18.426767038,8.01532462
37,19.607096966,18.332278846000005,7.912306557999999
38,19.675313061999997,18.440546566000002,7.954301181999999
39,19.590042942,18.415612182000004,8.000888967999998
40,19.634645774,18.343433702000002,7.937240865999999
41,19.634645774,18.378866774000002,8.004825964
42,19.628742458,18.390677798000002,8.004825964
43,19.729098829999998,18.397895646000002,7.888684581999999
44,19.723851438,18.359181734000003,7.964143671999999
45,19.649076102,18.340152862,7.997608138
46,19.729098829999998,17.735165966000004,7.98579715
47,19.720571818,17.827685654000003,7.973986161999999
48,19.688431542,18.367711918,7.645903161999999
49,19.172219354,18.355900894000005,8.027791773999999
50,19.382770958,18.391990134000004,8.023854778
51,19.712044806,18.260100366000003,7.911650391999999
52,19.727786981999998,18.397895646000002,7.943146359999998
53,19.61431213,18.389365462,7.933960035999998
54,19.252242082,18.509444206,7.954957347999999
55,19.622183218,18.37689827,7.997608138
56,19.715324426,18.457606934000005,7.9201805499999995
57,19.70942111,18.372305094,7.869655768
58,19.701550022,18.197108238000002,7.892621577999999
59,19.739593614,18.405769662,7.947083355999999
60,19.666130126,18.086215846,7.950364186
61,19.562494134,18.346058374000002,7.983828651999999
62,19.691711162,18.372961262,7.948395688
63,19.418190854000002,18.445139742000002,7.973986161999999
64,19.671377518,18.373617430000003,7.931991538
65,19.698926326,18.38674079,7.879498257999998
66,19.62087137,18.376242102000003,8.006794462
67,19.620215446,18.41954919,7.987765648
68,19.651699798000003,18.422830030000004,7.895246242
69,18.804901914,18.398551814,7.976610826
70,19.609064738,18.429391710000004,7.901807901999999
71,19.559870438,18.588840534000003,8.016636951999999
72,19.629398382,18.429391710000004,7.868343436
73,19.587419246,18.47860431,7.958238177999999
74,18.997087646,18.355244726000002,7.892621577999999
75,19.595946257999998,18.453669926,7.976610826
76,19.644484633999998,18.469417958,7.904432566
77,19.643172786,18.410362838,7.909025727999999
78,19.649076102,18.45563843,7.929366873999999
79,19.599881802000002,18.28503475,7.9201805499999995
80,19.688431542,18.424142366,7.667556639999999
81,19.608408814,18.403801158000004,7.964799837999999
82,19.595946257999998,18.325717166000004,7.752202053999999
83,19.583483702,18.37689827,8.013356122
84,19.69302301,18.452357590000002,7.926086043999999
85,19.603161422000003,17.998945502,7.937240865999999
86,19.65038795,18.354588558000003,7.9890779799999985
87,19.612344358,18.346714542,7.952988849999999
88,19.527730162,18.346714542,7.983828651999999
89,19.57167707,18.324404830000002,8.018605449999999
90,19.74549693,18.153801150000003,7.943802525999999
91,19.750088398,17.41889299,7.938553197999999
92,19.668097898,18.313249974,7.9667683359999995
93,19.50936429,18.389365462,7.907057229999999
94,18.99774357,18.323092494000004,7.830941974
95,19.65038795,18.371648926000002,8.063880904
96,19.639893166,18.22926047,7.956269679999999
97,19.630710230000002,18.350651550000002,8.010731457999999
98,19.622839142,18.358525566,7.88737225
99,18.852128442,18.422830030000004,8.010731457999999
100,19.317834482000002,18.414956014,8.0022013
101,19.668753822,18.390021630000003,7.904432566
102,19.662850506,18.415612182000004,7.893277744
103,19.639237242,18.336215854000002,7.92346138
104,19.696958554,18.37689827,7.958894344
105,19.510020214,18.415612182000004,7.912962724
106,19.652355722000003,18.36377491,7.906401063999998
107,19.639893166,18.451045254,7.893933909999999
108,19.597258105999998,18.375585934000004,7.449053361999999
109,19.67990453,18.43923423,7.873592763999999
110,19.65694719,18.448420582000004,7.889340747999999
111,19.607096966,18.084903510000004,8.04485209
112,19.599225878000002,18.408394334000004,7.989734145999998
113,19.641860938,18.395927142,7.846689957999999
114,19.464105533999998,18.369680422000005,7.9667683359999995
115,19.637925394,18.436609558000004,7.9378970319999995
116,19.696302629999998,17.733197462000003,7.924117546
117,19.615623978,18.360494070000005,7.885403751999999
118,19.65694719,18.384772286,7.987109482
119,18.907226058,18.426110870000002,7.4720191719999995
120,19.69958225,18.391333966,7.918212051999999
121,19.608408814,18.21941795,7.990390311999999
122,19.672033442,18.346714542,7.93986553
123,19.669409746,18.43595339,7.947739521999999
124,19.567085602,18.405113494000002,7.447741029999999
125,19.688431542,18.332935014,7.9201805499999995
126,19.714012578000002,18.389365462,7.977266992
127,19.601193650000003,18.149864142000002,7.960862842
128,19.576268538,18.438578062,8.010731457999999
129,19.626118762,18.264693542000003,8.00548213
130,19.421470474,18.424142366,7.881466755999999
131,19.649076102,18.402488822000002,7.979891655999999
132,19.27651127,18.475323470000003,7.929366873999999
133,19.64382871,18.420861526,7.285011861999999
134,19.579548158,18.471386462000005,7.989734145999998
135,19.64710833,18.45563843,7.926742209999999
136,19.62743061,17.746320822,7.970705331999999
137,19.620215446,18.489102998000003,7.531074111999999
138,19.575612614,18.447108246000003,7.758763714
139,19.111874346,18.397895646000002,7.8604694440000005
140,19.681872302000002,18.131491438,7.917555885999999
141,19.589387018,18.033066238000004,7.9037764
142,19.585451474,18.479916646000003,7.977266992
143,19.254865778,18.420861526,7.969393
144,19.094164398,18.462200110000005,7.931991538
145,19.676624909999997,18.462200110000005,7.901807901999999
146,19.70286187,18.422830030000004,7.943802525999999
147,19.674001214,18.39986415,7.956269679999999
148,19.632022078000002,18.374273598000002,7.977923157999999
149,19.655635342,18.390021630000003,7.977923157999999
150,19.641860938,18.391990134000004,7.987765648
151,19.736313994,18.409706670000002,7.623593517999999
152,19.696302629999998,18.393958638,7.893277744
153,19.67006567,18.365743414,7.983828651999999
154,19.638581318,18.380835278000003,8.008762959999999
155,19.701550022,18.410362838,7.884091419999999
156,19.633989850000003,18.479260478,7.965456003999999
157,19.651043874,18.422173862,7.918868217999999
158,19.618903598,18.428079374000003,7.943802525999999
159,19.674001214,18.375585934000004,7.88737225
160,19.62087137,18.433328718000002,7.994983474
161,19.671377518,17.075060958,7.8959024079999995
162,19.671377518,18.407738166,7.325037987999999
163,19.595946257999998,18.383459950000002,7.987109482
164,19.182714138,18.377554438,7.924117546
165,19.620215446,17.79618959,7.948395688
166,19.57823631,17.685297198,7.997608138
167,19.657603114,18.420861526,7.941177862
168,19.661538658,18.422830030000004,7.907713395999998
169,19.439180422,18.327685670000005,7.927398375999999
170,19.639893166,18.38674079,7.979891655999999
171,19.606441042,18.350651550000002,7.960862842
172,19.70942111,18.464824782,7.928054541999999
173,19.66350643,18.405769662,7.985140983999999
174,19.713356654000002,18.400520318,7.930679206
175,19.647764254,18.388053126000003,8.015980785999998
176,19.700238174,18.416924518000002,7.901807901999999
177,19.711388882,18.320467822,7.963487505999999
178,19.744185082,18.412987510000004,7.8985270719999985
179,19.733034374000002,18.334247350000002,7.914275056
180,19.717292198,18.351307718,7.950364186
181,19.681216378000002,18.435297222000003,8.012699955999999
182,19.624806914,18.460231606,7.994983474
183,19.655635342,18.445795910000005,7.430024547999999
184,19.651699798000003,18.475323470000003,7.987109482
185,19.63726947,18.390021630000003,7.948395688
186,19.632022078000002,17.654457302000004,8.004169798
187,19.57823631,18.397239478000003,8.034353433999998
188,19.596602181999998,18.468761790000002,8.121623512
189,19.179434518,18.387396958000004,7.981860153999999
190,19.189929302,18.413643678000003,7.916899719999999
191,19.678592682,17.596714518000002,7.9890779799999985
192,19.605785118,18.352620054000003,7.976610826
193,19.628086534,18.387396958000004,8.006794462
194,19.523794618,18.355244726000002,7.922149048
195,19.64710833,18.388709294,7.905744898
196,19.637925394,18.365743414,7.993671141999999
197,19.628086534,18.38674079,8.023854778
198,19.609064738,18.357869398000002,7.977923157999999
199,19.68974339,18.336215854000002,7.951676518
200,19.58479555,18.260756534000002,8.031072604
201,19.405728298,18.370992758000003,7.907713395999998
202,19.677936758,18.405113494000002,7.977923157999999
